가맹점명,전화번호,주소,데이터기준일자
원우정,064-744-6711,제주특별자치도 제주시 다랑곶1길 6,2024-05-20
섬타르 공항드림타워점,064-744-4467,제주특별자치도 제주시 다랑곶1길 9,2024-05-20
노형집밥,064-747-2240,제주특별자치도 제주시 다랑곶1길 9,2024-05-20
족발야시장 노형점,064-747-4969,제주특별자치도 제주시 다랑곶1길 9,2024-05-20
이인자뼈다귀해장국,064-742-2077,제주특별자치도 제주시 다랑곶2길,2024-05-20
주식회사 시루에담은꿈,064-745-7778,제주특별자치도 제주시 다랑곶2길,2024-05-20
와시냐,,제주특별자치도 제주시 다랑곶2길 26,2024-05-20
이운소나이,064-745-7090,제주특별자치도 제주시 다랑곶2길 27,2024-05-20
무한조개야,,제주특별자치도 제주시 다랑곶2길 4,2024-05-20
베스트생갈비찜앤찜닭노형점,064-711-0308,제주특별자치도 제주시 다랑곶2길 44,2024-05-20
베스트생갈비찜앤찜닭노형점,,제주특별자치도 제주시 다랑곶2길 44,2024-05-20
빅스타피자신제주점,064-900-4499,제주특별자치도 제주시 다랑곶2길 5,2024-05-20
탐라우돈,064-744-9933,제주특별자치도 제주시 다랑곶2길 52,2024-05-20
탐라식육점,064-744-9933,제주특별자치도 제주시 다랑곶2길 52,2024-05-20
복희슈퍼,064-746-3405,제주특별자치도 제주시 다랑곶2길 7,2024-05-20
식당마요네즈,,제주특별자치도 제주시 다랑곶3길 18,2024-05-20
소이재,,제주특별자치도 제주시 다랑곶3길 20,2024-05-20
소이재,,제주특별자치도 제주시 다랑곶3길 20,2024-05-20
신서원,064-747-1996,제주특별자치도 제주시 다랑곶4길 14,2024-05-20
고니노형점,064-712-2004,제주특별자치도 제주시 다랑곶4길 2,2024-05-20
붐붐,,제주특별자치도 제주시 다랑곶4길 2,2024-05-20
연지네회센타,064-743-2737,제주특별자치도 제주시 다랑곶4길 20,2024-05-20
후라이드의품격,064-747-5882,제주특별자치도 제주시 다랑곶4길 22,2024-05-20
물만난고기,064-743-2132,제주특별자치도 제주시 다랑곶4길 24,2024-05-20
세븐일레븐 제주월랑센터점,,제주특별자치도 제주시 다랑곶4길 26,2024-05-20
노형삼조삼계탕,064-743-6388,제주특별자치도 제주시 다랑곶4길 29,2024-05-20
노형엔횟집,064-745-0813,제주특별자치도 제주시 다랑곶4길 30,2024-05-20
미호채김밥,,제주특별자치도 제주시 다랑곶4길 33,2024-05-20
청오 돼지들의 세상,064-749-0555,제주특별자치도 제주시 다랑곶4길 34,2024-05-20
통큰아줌마순대,064-748-9090,제주특별자치도 제주시 다랑곶4길 35,2024-05-20
강선장당일바리,064-805-4466,제주특별자치도 제주시 다랑곶4길 35,2024-05-20
봉수아피자,064-713-9258,제주특별자치도 제주시 다랑곶4길 36,2024-05-20
수다뜰떡방,064-711-0087,제주특별자치도 제주시 다랑곶4길 45,2024-05-20
빨간집월랑점,,제주특별자치도 제주시 다랑곶4길 46,2024-05-20
수문미트,064-744-0922,제주특별자치도 제주시 다랑곶4길 48,2024-05-20
피슈마라홍탕신제주점,064-748-8288,제주특별자치도 제주시 다랑곶4길 56,2024-05-20
제주시농업협동조합신노형지점,064-744-7004,제주특별자치도 제주시 다랑곶4길 6,2024-05-20
장가계,064-745-0029,제주특별자치도 제주시 다랑곶4길 66,2024-05-20
본조르노베이커리,,제주특별자치도 제주시 다랑곶4길 68,2024-05-20
원호수아구찜,064-745-0088,제주특별자치도 제주시 다랑곶5길 14,2024-05-20
남녕국수,,제주특별자치도 제주시 다랑곶5길 14,2024-05-20
놀부신제주점 흥부찜닭공수간삼겹본능,,제주특별자치도 제주시 다랑곶5길 7,2024-05-20
김밥군과떡볶이양노형점,070-7782-3569,제주특별자치도 제주시 다랑곶5길 9,2024-05-20
빨강코끼리,064-712-8825,제주특별자치도 제주시 다랑곶6길,2024-05-20
해심초,064-746-1254,제주특별자치도 제주시 다랑곶6길,2024-05-20
도로시,064-900-5912,제주특별자치도 제주시 다랑곶6길,2024-05-20
하나미,064-742-7788,제주특별자치도 제주시 다랑곶6길 28,2024-05-20
꾸브라꼬숯불두마리치킨신제주점,064-711-5874,제주특별자치도 제주시 다랑곶6길 29,2024-05-20
피자픽노형점,064-749-9320,제주특별자치도 제주시 다랑곶6길 29,2024-05-20
몬대이,,제주특별자치도 제주시 다랑곶6길 3,2024-05-20
미국식제주점,,제주특별자치도 제주시 다랑곶6길 36,2024-05-20
라몽(La Mong),,제주특별자치도 제주시 다랑곶6길 38,2024-05-20
더 한근,064-744-0892,제주특별자치도 제주시 다랑곶6길 48,2024-05-20
GS25노형런던점,064-743-3351,제주특별자치도 제주시 다랑곶6길 51,2024-05-20
우등관,064-747-2989,제주특별자치도 제주시 다랑곶6길 52,2024-05-20
날래모슬포자리돔,064-711-7465,제주특별자치도 제주시 다랑곶7길 21,2024-05-20
철이네축산물판매장,064-748-6552,제주특별자치도 제주시 다랑곶7길 23,2024-05-20
차돌집 노형점,,제주특별자치도 제주시 다랑곶7길 24,2024-05-20
제주한라포크,064-747-1945,제주특별자치도 제주시 다랑곶7길 33,2024-05-20
진지상,064-744-4770,제주특별자치도 제주시 다랑곶길 10,2024-05-20
조박사버섯칼국수,064-746-8668,제주특별자치도 제주시 다랑곶길 10,2024-05-20
보테,,제주특별자치도 제주시 다랑곶길 11,2024-05-20
쉐프부부,064-713-7270,제주특별자치도 제주시 다랑곶길 15,2024-05-20
저팔계콧구멍,064-744-5392,제주특별자치도 제주시 다랑곶길 19,2024-05-20
생돈구이촌,064-747-2368,제주특별자치도 제주시 다랑곶길 19,2024-05-20
홍가네제주한우,,제주특별자치도 제주시 다랑곶길 19,2024-05-20
장원손칼국수,,제주특별자치도 제주시 다랑곶길 19,2024-05-20
GS25노형중앙점,,제주특별자치도 제주시 다랑곶길 19,2024-05-20
행복식당,064-748-8292,제주특별자치도 제주시 다랑곶길 23,2024-05-20
부산국제시장정순화국밥,064-748-9228,제주특별자치도 제주시 다랑곶길 25,2024-05-20
순살만공격신제주점,064-747-5512,제주특별자치도 제주시 다랑곶길 26-1,2024-05-20
국수대학,064-748-2579,제주특별자치도 제주시 다랑곶길 26-1,2024-05-20
영희네국수,064-749-0928,제주특별자치도 제주시 다랑곶길 26-1,2024-05-20
부자왕돈까스,070-4202-1642,제주특별자치도 제주시 다랑곶길 26-1,2024-05-20
우돈숯불,064-744-9630,제주특별자치도 제주시 다랑곶길 27,2024-05-20
심향원집밥,064-749-4449,제주특별자치도 제주시 다랑곶길 27,2024-05-20
돗괴기에쐬주,064-803-0242,제주특별자치도 제주시 다랑곶길 27,2024-05-20
미리네삼겹상회신제주점,,제주특별자치도 제주시 다랑곶길 29,2024-05-20
채움국수,064-748-8852,제주특별자치도 제주시 다랑곶길 3,2024-05-20
경일낙지,064-742-2427,제주특별자치도 제주시 다랑곶길 30,2024-05-20
돈군오양,064-711-7498,제주특별자치도 제주시 다랑곶길 32,2024-05-20
더담,064-904-1147,제주특별자치도 제주시 다랑곶길 33,2024-05-20
정푸드,064-747-5055,제주특별자치도 제주시 다랑곶길 34,2024-05-20
초딩입맛,,제주특별자치도 제주시 다랑곶길 36,2024-05-20
세븐일레븐 제주노형대박점,,제주특별자치도 제주시 다랑곶길 36,2024-05-20
천족마족,064-747-2918,제주특별자치도 제주시 다랑곶길 38,2024-05-20
혜자,064-743-7800,제주특별자치도 제주시 다랑곶길 5,2024-05-20
부자떡집,064-712-5959,제주특별자치도 제주시 다랑곶길 9,2024-05-20
애월당 공항점,064-749-7093,제주특별자치도 제주시 다호5길 10,2024-05-20
고불집,064-748-7740,제주특별자치도 제주시 다호5길 11,2024-05-20
꽃섬오메기떡방,064-745-4599,제주특별자치도 제주시 다호5길 16,2024-05-20
세븐일레븐 제주공항서로점,,제주특별자치도 제주시 다호5길 16,2024-05-20
인연밥상,064-711-0661,제주특별자치도 제주시 다호7길 28,2024-05-20
주식회사 제주클래식포크,064-713-2211,제주특별자치도 제주시 다호길 103,2024-05-20
도도리고기국수,064-744-1469,제주특별자치도 제주시 다호북길 109,2024-05-20
선비꼬마김밥 제주1호노형점,064-712-5321,제주특별자치도 제주시 달마루길 10-1,2024-05-20
이돈갓노형점,064-712-5563,제주특별자치도 제주시 달마루길 10-1,2024-05-20
진19262호점,064-747-1926,제주특별자치도 제주시 달마루길 14,2024-05-20
진1926,064-747-1926,제주특별자치도 제주시 달마루길 14,2024-05-20
비비큐제주노형점,064-744-9282,제주특별자치도 제주시 달마루길 18,2024-05-20
이화원(梨花園),064-749-8801,제주특별자치도 제주시 달마루길 20,2024-05-20
GS25정든마을점,064-756-4799,제주특별자치도 제주시 달마루길 20-1,2024-05-20
황제코다리제주본점,064-743-8892,제주특별자치도 제주시 달마루길 20-9,2024-05-20
송이축산정육식당2호점 송이축산정육판점,064-743-8892,제주특별자치도 제주시 달마루길 20-9,2024-05-20
주식회사드렁몰라도새기샤브마을,064-772-8000,제주특별자치도 제주시 달마루길 22,2024-05-20
선영이네고기집,,제주특별자치도 제주시 달마루길 28,2024-05-20
약산흑염소가든,064-759-9890,제주특별자치도 제주시 대동길 2,2024-05-20
씨유(CU) 제주대동점,,제주특별자치도 제주시 대동길 2,2024-05-20
부가네얼큰이이호점,064-711-1338,제주특별자치도 제주시 대동길 20,2024-05-20
제주자연포크,064-724-9989,제주특별자치도 제주시 대동길 32,2024-05-20
거인의정원,064-702-3237,제주특별자치도 제주시 대원길 58,2024-05-20
큰담밭,,제주특별자치도 제주시 대원길 88,2024-05-20
농업회사법인 남국후레쉬푸드 주식회사,064-702-1961,제주특별자치도 제주시 대원북길 13,2024-05-20
남국후레쉬푸드,064-702-1960,제주특별자치도 제주시 대원북길 18,2024-05-20
넝쿨하눌가든,064-744-7555,제주특별자치도 제주시 대원북길 21,2024-05-20
씨유(CU) 제주외도도평점,,제주특별자치도 제주시 대통길 123,2024-05-20
연탄석쇠구이,064-713-3009,제주특별자치도 제주시 도공로,2024-05-20
와와치킨,064-742-2445,제주특별자치도 제주시 도공로,2024-05-20
참스큐도두점,064-745-9889,제주특별자치도 제주시 도공로 10-1,2024-05-20
한스케이55흑돼지참나무장작구이,064-713-8960,제주특별자치도 제주시 도공로 14-8,2024-05-20
돈마니육가공,064-727-1500,제주특별자치도 제주시 도공로 14-9,2024-05-20
선명,,제주특별자치도 제주시 도공로 150,2024-05-20
태백산제주본점,064-744-0001,제주특별자치도 제주시 도공로 154-12,2024-05-20
주식회사 제주가고향,064-744-0001,제주특별자치도 제주시 도공로 154-12,2024-05-20
이비가짬뽕제주1호이호점,064-749-3933,제주특별자치도 제주시 도공로 154-7,2024-05-20
노팅힐회정식,064-749-3313,제주특별자치도 제주시 도공로 157,2024-05-20
노팅힐회정식,,제주특별자치도 제주시 도공로 157,2024-05-20
탐라는집,064-723-5564,제주특별자치도 제주시 도공로 16,2024-05-20
춘추는돼지 본점,064-727-8259,제주특별자치도 제주시 도공로 16,2024-05-20
도두웰빙한라회관,064-711-5322,제주특별자치도 제주시 도공로 2,2024-05-20
씨유제주도두점,064-749-0880,제주특별자치도 제주시 도공로 2,2024-05-20
제라진뚝배기갈비찜 도두점,064-711-6232,제주특별자치도 제주시 도공로 20,2024-05-20
멕시카나치킨이호도두점,064-749-2080,제주특별자치도 제주시 도공로 22,2024-05-20
오일등식당,064-713-1197,제주특별자치도 제주시 도공로 22-1,2024-05-20
조개대가,,제주특별자치도 제주시 도공로 24,2024-05-20
제라진뚝배기갈비찜,064-711-6232,제주특별자치도 제주시 도공로 25-1,2024-05-20
돈피치,064-711-8892,제주특별자치도 제주시 도공로 25-1,2024-05-20
솜빡매생이갈비탕,064-746-3516,제주특별자치도 제주시 도공로 26,2024-05-20
도두코사마트,064-713-5599,제주특별자치도 제주시 도공로 28,2024-05-20
도두떡집,064-747-8580,제주특별자치도 제주시 도공로 34-4,2024-05-20
장금이,064-711-1514,제주특별자치도 제주시 도공로 35,2024-05-20
타리아득,064-713-2277,제주특별자치도 제주시 도공로 4-2,2024-05-20
도리,,제주특별자치도 제주시 도공로 48,2024-05-20
피자K55,064-745-1252,제주특별자치도 제주시 도공로 53,2024-05-20
로치아,064-747-6526,제주특별자치도 제주시 도공로 53,2024-05-20
로치아,,제주특별자치도 제주시 도공로 53,2024-05-20
길촌,064-743-2226,제주특별자치도 제주시 도공로 6,2024-05-20
주식회사 순옥이네명가,064-712-3434,제주특별자치도 제주시 도공로 8,2024-05-20
지그라나다,,제주특별자치도 제주시 도공로 86-1,2024-05-20
옛날아우내순대외도점,070-7593-1219,제주특별자치도 제주시 도근내길 12-1,2024-05-20
숲속의 도토리,064-742-5835,제주특별자치도 제주시 도근내길 18,2024-05-20
친한친구분식,070-4548-7179,제주특별자치도 제주시 도근내길 22,2024-05-20
달떡볶이외도점,064-803-0310,제주특별자치도 제주시 도근내길 23,2024-05-20
GS25외도월대점,,제주특별자치도 제주시 도근내길 24,2024-05-20
소보록,064-712-3031,제주특별자치도 제주시 도근내길 27,2024-05-20
하루밥,064-743-0530,제주특별자치도 제주시 도근내길 28,2024-05-20
외도식당,064-743-7733,제주특별자치도 제주시 도근내길 33,2024-05-20
성산가는길,,제주특별자치도 제주시 도근내길 61,2024-05-20
사리원외도점,064-747-4322,제주특별자치도 제주시 도근내길 8,2024-05-20
은혜성,064-743-3006,제주특별자치도 제주시 도근내길 98,2024-05-20
어쇼일식,064-702-4567,제주특별자치도 제주시 도남동,2024-05-20
씨유제주복지로점,064-726-7050,제주특별자치도 제주시 도남동,2024-05-20
(주)남양체인,064-742-1941,제주특별자치도 제주시 도남동,2024-05-20
